City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Srednekolymsk,67.45,153.6833,-26.68,84,93,2.15,RU,2021-01-09 03:19:20
381,Cayenne,4.9333,-52.3333,73.4,100,20,1.14,GF,2021-01-09 03:20:27
382,Elk City,35.412,-99.4043,33.8,93,1,3.47,US,2021-01-09 03:20:27
383,Chirongui,-12.9319,45.1483,80.6,83,0,5.75,YT,2021-01-09 03:20:27
384,Rio Grande,-32.035,-52.0986,71.55,86,0,13.76,BR,2021-01-09 03:20:27
385,Bemidji,47.4736,-94.8803,26.01,100,90,0.94,US,2021-01-09 03:20:28
386,Biak,-0.9131,122.8766,84.65,64,71,1.25,ID,2021-01-09 03:20:28
387,Shingu,33.7333,135.9833,35.6,44,40,19.57,JP,2021-01-09 03:18:19
388,Mbanza-Ngungu,-5.25,14.8667,67.03,100,87,3.53,CD,2021-01-09 03:20:28
389,State College,40.7934,-77.86,26.01,80,1,3.44,US,2021-01-09 03:17:35
390,Nishihara,26.1842,127.7558,53.6,43,90,16.11,JP,2021-01-09 03:20:29
391,Lata,40.1629,-8.3327,39.0,64,0,9.22,PT,2021-01-09 03:20:29
392,Airai,-8.9266,125.4092,73.89,83,100,1.25,TL,2021-01-09 03:20:29
393,Taltal,-25.4,-70.4833,64.67,75,2,4.41,CL,2021-01-09 03:20:29
394,Konstantinovskaya,44.0456,43.1583,28.4,100,90,3.44,RU,2021-01-09 03:20:29
395,Esfarayen,37.0765,57.5101,19.4,73,0,3.65,IR,2021-01-09 03:20:30
396,Playas,-2.6333,-80.3833,75.52,79,99,9.24,EC,2021-01-09 03:20:30
397,La Rioja,42.25,-2.5,32.0,86,90,5.75,ES,2021-01-09 03:20:30
398,Vangaindrano,-23.35,47.6,72.64,89,18,2.8,MG,2021-01-09 03:20:30
399,Zima,53.9202,102.0442,-7.44,85,5,0.89,RU,2021-01-09 03:20:31
400,Zvenyhorodka,49.0787,30.9675,31.08,95,100,3.47,UA,2021-01-09 03:20:31
401,Khorinsk,52.1657,109.7726,2.21,87,44,4.63,RU,2021-01-09 03:20:31
402,Kensington,-33.9167,151.2167,75.2,50,0,12.66,AU,2021-01-09 03:20:31
403,Krasnovishersk,60.4078,57.082,8.13,95,92,2.37,RU,2021-01-09 03:20:31
404,Quatre Cocos,-20.2078,57.7625,78.8,83,40,12.66,MU,2021-01-09 03:20:32
405,Deputatskiy,69.3,139.9,-20.47,89,95,2.26,RU,2021-01-09 03:20:32
406,Rapid Valley,44.0625,-103.1463,28.99,93,90,3.44,US,2021-01-09 03:20:32
407,Charters Towers,-20.1,146.2667,82.11,73,100,14.43,AU,2021-01-09 03:20:32
408,San Juan Bautista,-14.0108,-75.7358,70.0,83,0,8.05,PE,2021-01-09 03:20:33
409,Caravelas,-17.7125,-39.2481,77.2,82,0,8.86,BR,2021-01-09 03:20:33
410,Srikakulam,18.3,83.9,73.78,54,2,6.2,IN,2021-01-09 03:20:33
411,Kholm-Zhirkovskiy,55.5189,33.4731,15.85,97,89,9.28,RU,2021-01-09 03:20:33
412,Okha,53.5739,142.9478,-15.66,86,50,10.11,RU,2021-01-09 03:20:33
413,Shumyachi,53.8583,32.4242,29.95,99,100,5.37,RU,2021-01-09 03:20:34
414,Kodinar,20.7903,70.7031,67.89,45,0,10.96,IN,2021-01-09 03:20:34
415,Itarema,-2.9248,-39.9167,79.92,79,92,16.22,BR,2021-01-09 03:20:34
416,Kiunga,-6.1219,141.2906,90.16,53,100,3.13,PG,2021-01-09 03:20:34
417,Portland,45.5234,-122.6762,44.01,87,20,1.39,US,2021-01-09 03:17:31
418,Bandar-E Lengeh,26.5579,54.8807,51.8,24,10,6.91,IR,2021-01-09 03:20:35
419,Wanning,18.8003,110.3967,57.72,74,100,13.6,CN,2021-01-09 03:20:35
420,High Level,58.5169,-117.136,6.8,92,1,5.64,CA,2021-01-09 03:20:36
421,Ammon,43.4696,-111.9666,24.01,93,1,5.75,US,2021-01-09 03:20:36
422,Oussouye,12.485,-16.5469,73.4,83,0,9.22,SN,2021-01-09 03:20:36
423,Cotonou,6.3654,2.4183,78.8,94,40,5.75,BJ,2021-01-09 03:20:36
424,Victoria,22.2855,114.1577,52.0,31,17,1.99,HK,2021-01-09 03:16:57
425,Novaya Lyada,52.7131,41.6387,30.79,99,100,8.23,RU,2021-01-09 03:20:37
426,San Pedro,14.35,121.0167,84.0,61,75,2.3,PH,2021-01-09 03:20:37
427,Tobermory,45.2501,-81.6665,32.0,64,100,12.66,CA,2021-01-09 03:20:37
428,Sakaiminato,35.55,133.2333,32.0,69,75,20.71,JP,2021-01-09 03:20:38
429,Guerrero Negro,27.9769,-114.0611,60.06,68,0,8.25,MX,2021-01-09 03:20:38
430,Nipawin,53.3668,-104.0009,12.2,85,1,3.44,CA,2021-01-09 03:20:38
431,Vostochnyy,55.8167,37.8667,23.0,93,90,8.95,RU,2021-01-09 03:20:38
432,Kungurtug,50.5994,97.5228,-9.98,82,100,0.38,RU,2021-01-09 03:20:38
433,Tuatapere,-46.1333,167.6833,61.0,71,94,15.99,NZ,2021-01-09 03:20:39
434,Nortelandia,-14.4547,-56.8028,76.77,72,12,1.77,BR,2021-01-09 03:20:39
435,Taboga,46.2663,13.1092,33.01,65,1,4.0,IT,2021-01-09 03:20:39
436,Ormara,25.2088,64.6357,58.39,36,0,14.94,PK,2021-01-09 03:20:39
437,Majene,-3.5403,118.9707,85.55,62,100,3.18,ID,2021-01-09 03:20:39
438,Amberley,39.2048,-84.428,32.0,69,90,10.36,US,2021-01-09 03:20:40
439,Yurimaguas,-5.9,-76.0833,72.16,96,100,2.08,PE,2021-01-09 03:20:40
440,Banyo,6.75,11.8167,63.1,29,81,3.38,CM,2021-01-09 03:20:40
441,Chunoyar,57.4467,97.3217,-11.87,85,100,3.65,RU,2021-01-09 03:20:40
442,Waipawa,-41.4122,175.5153,66.99,68,90,8.05,NZ,2021-01-09 03:20:41
443,Belmonte,-15.8631,-38.8828,77.0,83,40,6.91,BR,2021-01-09 03:20:41
444,Novonikolayevskiy,50.9738,42.3649,34.0,91,100,6.42,RU,2021-01-09 03:20:41
445,Urubicha,-15.3833,-62.95,74.71,73,24,1.86,BO,2021-01-09 03:20:41
446,Porto Uniao,-26.2381,-51.0783,64.17,96,88,1.97,BR,2021-01-09 03:20:41
447,Viedma,-40.8135,-62.9967,64.99,55,0,1.99,AR,2021-01-09 03:20:42
448,Avera,33.194,-82.5271,41.0,90,90,7.99,US,2021-01-09 03:20:42
449,Lasa,46.6166,10.7002,21.0,72,0,6.91,IT,2021-01-09 03:20:42
450,Dapaong,10.8639,0.205,70.59,20,56,3.44,TG,2021-01-09 03:20:42
451,Rock Sound,24.9,-76.2,74.97,78,22,19.06,BS,2021-01-09 03:20:42
452,Havoysund,70.9963,24.6622,21.2,58,0,5.75,NO,2021-01-09 03:20:43
453,Vredendal,-31.6683,18.5012,59.34,94,37,2.71,ZA,2021-01-09 03:20:43
454,Abaza,52.655,90.0928,-1.57,82,11,4.34,RU,2021-01-09 03:20:43
455,Hemnesberget,66.2333,13.6333,9.0,82,34,1.99,NO,2021-01-09 03:20:43
456,Santa Eulalia,-11.85,-76.6833,69.8,83,0,12.66,PE,2021-01-09 03:20:43
457,Roura,4.7263,-52.3274,73.4,100,20,1.14,GF,2021-01-09 03:20:44
458,Bambanglipuro,-7.95,110.2833,84.9,70,97,5.41,ID,2021-01-09 03:20:44
459,Wichita,37.6922,-97.3375,28.4,86,20,4.79,US,2021-01-09 03:18:11
460,Aviles,43.5547,-5.9248,37.0,80,40,3.44,ES,2021-01-09 03:20:44
461,Dali,25.7,100.1833,54.21,42,77,3.85,CN,2021-01-09 03:20:45
462,Senanga,-16.1167,23.2667,67.68,94,100,4.41,ZM,2021-01-09 03:20:45
463,Winslow,35.0242,-110.6974,33.8,29,1,5.75,US,2021-01-09 03:20:45
464,Waingapu,-9.6567,120.2641,82.63,73,100,2.84,ID,2021-01-09 03:20:45
465,Lubao,14.9167,120.55,84.2,51,75,11.5,PH,2021-01-09 03:20:46
466,Temnikov,54.6302,43.2148,30.81,99,98,4.65,RU,2021-01-09 03:20:46
467,Shache,38.4167,77.2406,13.46,92,0,1.86,CN,2021-01-09 03:20:46
468,Manadhoo,5.7667,73.3833,82.27,77,100,7.78,MV,2021-01-09 03:20:46
469,Aasiaat,68.7098,-52.8699,5.63,82,100,26.84,GL,2021-01-09 03:20:46
470,Niksar,40.5917,36.9517,48.2,52,94,9.01,TR,2021-01-09 03:20:47
471,Garden City,42.3256,-83.331,30.2,74,90,10.36,US,2021-01-09 03:20:47
472,La Rochelle,46.1667,-1.15,30.2,93,90,17.27,FR,2021-01-09 03:20:47
473,Arlit,18.7369,7.3853,69.4,23,0,3.67,NE,2021-01-09 03:20:47
474,Baykit,61.67,96.37,-12.51,79,100,0.96,RU,2021-01-09 03:20:47
475,Pueblo Nuevo,23.3833,-105.3833,47.86,69,0,4.23,MX,2021-01-09 03:20:47
476,Owando,-0.4819,15.8999,69.51,86,84,2.01,CG,2021-01-09 03:20:48
477,Rayachoti,14.05,78.75,77.0,88,20,4.94,IN,2021-01-09 03:19:17
478,Jinchang,38.4953,102.1739,11.26,59,100,5.26,CN,2021-01-09 03:20:48
479,Namibe,-15.1961,12.1522,71.24,75,100,5.97,AO,2021-01-09 03:20:48
480,Yayva,59.3303,57.2641,8.98,95,83,3.33,RU,2021-01-09 03:20:49
481,Babati,-4.2167,35.75,60.4,91,99,1.41,TZ,2021-01-09 03:20:49
482,Plouzane,48.3833,-4.6167,33.8,93,0,6.91,FR,2021-01-09 03:20:49
483,Hanyang,32.1371,105.5126,28.0,52,5,2.42,CN,2021-01-09 03:20:49
484,Chulman,56.8479,124.9104,-6.27,88,100,11.97,RU,2021-01-09 03:20:49
485,Richards Bay,-28.783,32.0377,75.2,78,100,4.0,ZA,2021-01-09 03:18:44
486,Mattawa,46.7379,-119.9028,39.99,87,75,4.61,US,2021-01-09 03:20:50
487,Madang,-5.2246,145.7966,85.57,63,100,3.58,PG,2021-01-09 03:20:50
488,Aliwal North,-30.6937,26.7114,66.51,62,1,3.47,ZA,2021-01-09 03:20:50
489,Zhigalovo,54.8097,105.1578,-11.42,85,3,1.43,RU,2021-01-09 03:20:51
490,Raposos,-19.9672,-43.8042,75.2,73,0,4.61,BR,2021-01-09 03:20:51
491,Gisborne,-38.6533,178.0042,68.0,71,44,3.0,NZ,2021-01-09 03:17:30
492,Puerto Suarez,-18.95,-57.8,79.45,65,0,3.65,BO,2021-01-09 03:20:51
493,Santa Fe,-31.6333,-60.7,81.0,36,64,5.99,AR,2021-01-09 03:20:09
494,Le Havre,49.4938,0.1077,30.2,93,0,4.61,FR,2021-01-09 03:20:52
495,Kristiinankaupunki,62.2743,21.376,18.86,96,67,4.63,FI,2021-01-09 03:20:52
496,Bururi,-3.85,29.6333,57.96,100,100,2.82,BI,2021-01-09 03:20:52
497,Guipavas,48.4352,-4.3972,33.8,93,0,6.91,FR,2021-01-09 03:20:52
498,Zalantun,48.0,122.7167,-2.29,79,0,9.42,CN,2021-01-09 03:20:53
499,Waw,7.7029,27.9953,69.21,28,0,5.75,SS,2021-01-09 03:20:53
500,Usinsk,65.9939,57.5281,-5.89,92,82,4.61,RU,2021-01-09 03:20:53
501,Valle De Allende,26.9333,-105.4,53.08,38,0,7.63,MX,2021-01-09 03:20:53
502,Gobabis,-22.45,18.9667,70.34,76,96,7.23,NA,2021-01-09 03:20:53
503,Coihaique,-45.5752,-72.0662,51.8,71,81,4.61,CL,2021-01-09 03:20:54
504,Kholodnyy,62.7167,147.95,-30.59,81,82,0.98,RU,2021-01-09 03:20:54
505,Cruzeiro Do Sul,-29.5128,-51.9853,69.42,50,0,4.45,BR,2021-01-09 03:20:54
506,Guabito,9.5,-82.6167,73.81,85,90,3.29,PA,2021-01-09 03:20:54
507,San Vicente,-26.6167,-54.1333,70.57,64,82,2.8,AR,2021-01-09 03:20:54
508,La Ronge,55.1001,-105.2842,10.4,85,0,2.3,CA,2021-01-09 03:20:55
509,Mindelo,16.8901,-24.9804,71.6,73,20,26.46,CV,2021-01-09 03:20:55
510,Dauphin,51.1494,-100.0502,25.75,88,100,7.61,CA,2021-01-09 03:20:55
511,Ponta Delgada,37.7333,-25.6667,51.8,71,40,5.75,PT,2021-01-09 03:20:55
512,Atbasar,51.8,68.3333,-4.2,86,100,8.52,KZ,2021-01-09 03:20:56
513,Valreas,44.3837,4.9908,35.01,80,0,17.27,FR,2021-01-09 03:20:56
514,Teacapan,22.55,-105.75,67.64,87,0,3.49,MX,2021-01-09 03:20:56
515,Krasnoselkup,65.7,82.4667,-11.52,90,93,4.76,RU,2021-01-09 03:20:57
516,Taber,49.8167,-112.1518,30.2,93,0,10.36,CA,2021-01-09 03:17:08
517,Esna,25.2934,32.554,53.6,54,0,3.44,EG,2021-01-09 03:20:19
518,Plettenberg Bay,-34.0527,23.3716,67.12,90,24,2.98,ZA,2021-01-09 03:20:57
519,Madarounfa,13.3087,7.156,70.16,23,1,9.28,NE,2021-01-09 03:20:57
520,Chumikan,54.7183,135.315,-11.99,83,100,20.6,RU,2021-01-09 03:20:57
521,Walvis Bay,-22.9575,14.5053,66.99,82,100,5.75,NA,2021-01-09 03:16:23
522,Nacala,-14.5428,40.6728,77.41,91,77,5.7,MZ,2021-01-09 03:20:58
523,Chapais,49.7834,-74.8492,10.4,85,90,5.75,CA,2021-01-09 03:20:58
524,Antsohihy,-14.8796,47.9875,75.7,88,0,1.83,MG,2021-01-09 03:20:58
525,Polunochnoye,60.8697,60.4153,-10.07,91,95,0.83,RU,2021-01-09 03:20:58
526,Ambilobe,-13.2,49.05,73.36,90,0,2.06,MG,2021-01-09 03:20:59
527,Xiamen,24.4798,118.0819,48.2,29,0,15.66,CN,2021-01-09 03:20:59
528,Kaman,27.65,77.2667,58.98,74,20,6.2,IN,2021-01-09 03:17:54
529,Las Juntas,19.4167,-104.7,66.16,93,17,2.08,MX,2021-01-09 03:20:59
530,Gornopravdinsk,60.05,69.9,0.93,93,100,2.24,RU,2021-01-09 03:20:59
531,Narsaq,60.9167,-46.05,42.8,39,90,21.85,GL,2021-01-09 03:21:00
532,Victor Harbor,-35.5667,138.6167,96.01,23,0,3.0,AU,2021-01-09 03:21:00
533,Pantai Remis,4.4557,100.6288,84.2,84,40,2.3,MY,2021-01-09 03:21:00
534,Hukuntsi,-24.0,21.75,74.01,62,100,6.64,BW,2021-01-09 03:21:00
535,Puerto Leguizamo,-0.1934,-74.7819,71.46,97,91,1.45,CO,2021-01-09 03:21:01
536,Vagur,61.4732,-6.8119,45.07,90,100,38.97,FO,2021-01-09 03:21:01
537,Bay Roberts,47.5999,-53.2648,35.01,1,100,16.11,CA,2021-01-09 03:21:01
538,Wiwili,13.6268,-85.8254,67.8,74,76,4.12,NI,2021-01-09 03:21:01
539,Fukue,32.6881,128.8419,33.8,93,75,9.22,JP,2021-01-09 03:21:02
540,Tomatlan,19.9333,-105.25,66.81,88,5,1.23,MX,2021-01-09 03:21:02
541,Adeje,28.1227,-16.726,59.0,72,20,3.44,ES,2021-01-09 03:21:03
542,Goya,-29.14,-59.2626,77.09,40,0,7.67,AR,2021-01-09 03:20:48
543,Nizwa,22.9333,57.5333,48.0,46,0,7.43,OM,2021-01-09 03:21:04
544,Maki,37.75,138.8833,33.8,75,75,19.57,JP,2021-01-09 03:17:03
545,Leesburg,39.1157,-77.5636,34.0,75,1,5.75,US,2021-01-09 03:20:37
546,Farmington,36.7281,-108.2187,24.8,46,1,4.61,US,2021-01-09 03:21:04
547,Santa Cruz,-17.8,-63.1667,77.0,83,58,8.05,BO,2021-01-09 03:21:05
548,Kuhdasht,33.535,47.6061,35.89,66,0,2.44,IR,2021-01-09 03:21:05
549,Sabang,5.8933,95.3214,81.79,78,95,20.51,ID,2021-01-09 03:21:05
550,Kupang,-10.1667,123.5833,87.8,74,40,8.05,ID,2021-01-09 03:21:06
551,Dobryanka,58.4619,56.4165,17.6,86,75,8.95,RU,2021-01-09 03:21:06
552,Kushiro,42.975,144.3747,23.0,46,20,9.22,JP,2021-01-09 03:21:06
553,Sibolga,1.7427,98.7792,81.27,78,100,2.1,ID,2021-01-09 03:17:14
554,Agua Branca,-5.8922,-42.6361,71.76,91,94,3.6,BR,2021-01-09 03:21:07
555,Ketchikan,55.3422,-131.6461,41.0,93,90,13.8,US,2021-01-09 03:21:07
556,Syamzha,60.0158,41.0614,-4.4,92,100,4.85,RU,2021-01-09 03:21:07
557,Great Yarmouth,52.6083,1.7305,32.0,100,0,6.62,GB,2021-01-09 03:21:07
558,Luau,-10.7073,22.2247,60.64,99,100,1.72,AO,2021-01-09 03:21:08
559,Shymkent,42.3,69.6,10.4,72,0,6.71,KZ,2021-01-09 03:21:08
560,Muncar,-8.4333,114.3333,86.31,67,82,7.56,ID,2021-01-09 03:21:08
561,Omboue,-1.5746,9.2618,75.51,92,9,3.65,GA,2021-01-09 03:21:08
562,Hatta,24.1167,79.6,65.39,84,100,3.4,IN,2021-01-09 03:21:09
563,Hay River,60.8156,-115.7999,19.4,79,0,11.5,CA,2021-01-09 03:21:09
564,Tazovskiy,67.4667,78.7,-8.36,91,99,5.01,RU,2021-01-09 03:21:09
565,Drexel Heights,32.1412,-111.0284,57.99,18,1,5.75,US,2021-01-09 03:21:09
566,Neftcala,39.3742,49.2472,43.79,91,98,4.97,AZ,2021-01-09 03:21:09
567,Erzin,36.9559,36.2,48.2,87,0,2.3,TR,2021-01-09 03:17:15
568,Karagaylinskiy,54.172,86.5521,-16.04,85,24,8.52,RU,2021-01-09 03:21:10
569,Bud,39.447,-86.1758,28.0,84,96,7.9,US,2021-01-09 03:21:10
570,Puerto Escondido,15.85,-97.0667,75.2,83,40,4.61,MX,2021-01-09 03:21:11
571,Princeton,25.5384,-80.4089,64.0,63,75,5.75,US,2021-01-09 03:16:32
